Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius
0,0,0,0,0,0,0
1.010139,0,0,0,0,0,0
1.928756,0,0,0,0,0,0
2.930437,0,0,0,0,0,0
3.935751,0,0,0,0,0,0
4.938506,0,0,0,0,0,0
5.953316,0,0,0,0,0,0
6.965329,0,0,0,0,0,0
7.975712,0,0,0,0,0,0
8.986162,0,0,0,0,0,0
9.99299,0,0,0,0,0,0
10.9983,0,0,0,0,0,0
12.00739,0,0,0,0,0,0
13.01934,0,0,0,0,0,0
14.02967,0,0,0,0,0,0
15.03454,0,0,0,0,0,0
16.041,0,0,0,0,0,0
17.05081,0,0,0,0,0,0
18.06282,0,0,0,0,0,0
19.06885,0,0,0,0,0,0
20.07613,0,0,0,0,0,0
21.07936,0,0,0,0,0,0
22.08233,0,0,0,0,0,0
23.08813,0,0,0,0,0,0
24.09557,0,0,0,0,0,0
25.09581,0,0,0,0,0,0
26.10486,0,0,0,0,0,0
27.11633,0,0,0,0,0,0
28.12541,0,0,0,0,0,0
29.13414,0,0,0,0,0,0
30.14065,0,0,0,0,0,0
31.14873,0,0,0,0,0,0
32.15425,0,0,0,0,0,0
33.1634,0,0,0,0,0,0
34.1711,0,0,0,0,0,0
35.17997,0,0,0,0,0,0
36.18288,0,0,0,0,0,0
37.18705,0,0,0,0,0,0
38.19847,0,0,0,0,0,0
39.20541,0,0,0,0,0,0
40.21601,0,0,0,0,0,0
41.22212,0,0,0,0,0,0
42.22988,0,0,0,0,0,0
43.23216,0,0,0,0,0,0
44.23817,0,0,0,0,0,0
45.24414,0,0,0,0,0,0
46.25374,0,0,0,0,0,0
47.26012,0,0,0,0,0,0
48.2646,0,0,0,0,0,0
49.26557,0,0,0,0,0,0
50.26922,0,0,0,0,0,0
51.27632,0,0,0,0,0,0
52.28406,0,0,0,0,0,0
53.29078,0,0,0,0,0,0
54.2995,0,0,0,0,0,0
55.31006,0,0,0,0,0,0
56.34999,0,0,0,0,0,0
56.61659,0,0,0,0,0,0
56.92805,0,0,0,0,0,0
57.25237,0,0,0,0,0,0
57.57095,0,0,0,0,0,0
57.9365,0,0,0,0,0,0
58.30412,0,0,0,0,0,0
58.7207,0,0,0,0,0,0
59.10791,0,0,0,0,0,0
59.5107,0,0,0,0,0,0
59.90494,0,0,0,0,0,0
60.4076,0,0,0,0,0,0
60.84479,0,0,0,0,0,0
61.28493,0,0,0,0,0,0
61.71947,0,0,0,0,0,0
62.14613,0,0,0,0,0,0
62.54325,0,0,0,0,0,0
62.93464,0,0,0,0,0,0
63.31866,0,0,0,0,0,0
63.68631,0,0,0,0,0,0
64.06601,0,0,0,0,0,0
64.41499,0,0,0,0,0,0
64.75975,0,0,0,0,0,0
65.12609,0,0,0,0,0,0
65.46691,0,0,0,0,0,0
65.80334,0,0,0,0,0,0
66.16405,0,0,0,0,0,0
66.60471,0,0,0,0,0,0
66.9905,0,0,0,0,0,0
67.34303,0,0,0,0,0,0
67.70896,0,0,0,0,0,0
68.06237,0,0,0,0,0,0
68.42395,0,0,0,0,0,0
68.81946,0,0,0,0,0,0
69.23151,0,0,0,0,0,0
69.60175,0,0,0,0,0,0
69.96076,0,0,0,0,0,0
70.32186,0,0,0,0,0,0
70.67311,0,0,0,0,0,0
71.02166,0,0,0,0,0,0
71.36885,0,0,0,0,0,0
71.71674,0,0,0,0,0,0
72.08421,0,0,0,0,0,0
72.43134,0,0,0,0,0,0
72.7638,0,0,0,0,0,0
73.15999,0,0,0,0,0,0
73.67097,0,0,0,0,0,0
74.10966,0,0,0,0,0,0
74.48523,0,0,0,0,0,0
74.85722,0,0,0,0,0,0
75.22313,0,0,0,0,0,0
76.13374,0,0,0,0,0,0
76.6385,0,0,0,0,0,0
77.04113,0,0,0,0,0,0
77.40249,0,0,0,0,0,0
77.75516,0,0,0,0,0,0
78.10843,0,0,0,0,0,0
78.4677,0,0,0,0,0,0
78.85872,0,0,0,0,0,0
79.25408,0,0,0,0,0,0
79.61636,0,0,0,0,0,0
79.97242,0,0,0,0,0,0
80.34285,0,0,0,0,0,0
80.70081,0,0,0,0,0,0
81.04485,0,0,0,0,0,0
81.38949,0,0,0,0,0,0
81.72758,0,0,0,0,0,0
82.0974,0,0,0,0,0,0
82.48175,0,0,0,0,0,0
82.82633,0,0,0,0,0,0
83.16692,0,0,0,0,0,0
83.51484,0,0,0,0,0,0
83.87046,0,0,0,0,0,0
84.24014,0,0,0,0,0,0
84.59985,0,0,0,0,0,0
84.97371,0,0,0,0,0,0
85.36523,0,0,0,0,0,0
85.77134,0,0,0,0,0,0
86.14548,0,0,0,0,0,0
86.54865,0,0,0,0,0,0
86.97913,0,0,0,0,0,0
87.37341,0,0,0,0,0,0
87.77391,0,0,0,0,0,0
88.20112,0,0,0,0,0,0
88.62995,0,0,0,0,0,0
89.05372,0,0,0,0,0,0
89.49805,0,0,0,0,0,0
89.88161,0,0,0,0,0,0
90.21334,0,0,0,0,0,0
90.53983,0,0,0,0,0,0
90.87774,0,0,0,0,0,0
91.22827,0,0,0,0,0,0
91.57594,0,0,0,0,0,0
92.04461,0,0,0,0,0,0
92.43642,0,0,0,0,0,0
92.81062,0,0,0,0,0,0
93.17638,0,0,0,0,0,0
93.56348,0,0,0,0,0,0
93.92917,0,0,0,0,0,0
94.29542,0,0,0,0,0,0
94.65845,0,0,0,0,0,0
95.03355,0,0,0,0,0,0
95.45839,0,0,0,0,0,0
95.90086,0,0,0,0,0,0
96.27346,0,0,0,0,0,0
96.65241,0,0,0,0,0,0
97.01201,0,0,0,0,0,0
97.38203,0,0,0,0,0,0
97.72098,0,0,0,0,0,0
98.06078,0,0,0,0,0,0
98.40599,0,0,0,0,0,0
98.75581,0,0,0,0,0,0
99.11376,0,0,0,0,0,0
99.51766,0,0,0,0,0,0
99.93174,0,0,0,0,0,0
100.3561,0,0,0,0,0,0
100.7237,0,0,0,0,0,0
101.0862,0,0,0,0,0,0
101.4667,0,0,0,0,0,0
101.8311,0,0,0,0,0,0
102.1914,0,0,0,0,0,0
102.5383,0,0,0,0,0,0
102.8682,0,0,0,0,0,0
103.2081,0,0,0,0,0,0
103.5552,0,0,0,0,0,0
103.9008,0,0,0,0,0,0
104.2582,0,0,0,0,0,0
104.6047,0,0,0,0,0,0
104.9512,0,0,0,0,0,0
105.2957,0,0,0,0,0,0
105.6427,0,0,0,0,0,0
106.001,0,0,0,0,0,0
106.3404,0,0,0,0,0,0
106.7233,0,0,0,0,0,0
107.1473,0,0,0,0,0,0
107.5199,0,0,0,0,0,0
107.9164,0,0,0,0,0,0
108.3083,0,0,0,0,0,0
108.7738,0,0,0,0,0,0
109.3763,0,0,0,0,0,0
109.8715,0,0,0,0,0,0
110.2901,0,0,0,0,0,0
110.6681,0,0,0,0,0,0
111.03,0,0,0,0,0,0
111.4149,0,0,0,0,0,0
111.8348,0,0,0,0,0,0
112.2868,0,0,0,0,0,0
112.7685,0,0,0,0,0,0
113.2672,0,0,0,0,0,0
113.6906,0,0,0,0,0,0
114.1098,0,0,0,0,0,0
114.5299,0,0,0,0,0,0
114.9631,0,0,0,0,0,0
115.3814,0,0,0,0,0,0
115.8195,0,0,0,0,0,0
116.2204,0,0,0,0,0,0
116.6173,0,0,0,0,0,0
116.9866,0,0,0,0,0,0
117.3668,0,0,0,0,0,0
117.7806,0,0,0,0,0,0
118.1653,0,0,0,0,0,0
118.5459,0,0,0,0,0,0
118.9132,0,0,0,0,0,0
119.2629,0,0,0,0,0,0
119.6152,0,0,0,0,0,0
119.9574,0,0,0,0,0,0
120.2912,0,0,0,0,0,0
120.6321,0,0,0,0,0,0
120.9821,0,0,0,0,0,0
121.3609,0,0,0,0,0,0
121.729,0,0,0,0,0,0
122.0785,0,0,0,0,0,0
122.4188,0,0,0,0,0,0
122.8121,0,0,0,0,0,0
123.1862,0,0,0,0,0,0
123.5595,0,0,0,0,0,0
123.9285,0,0,0,0,0,0
124.2886,0,0,0,0,0,0
124.6427,0,0,0,0,0,0
124.9938,0,0,0,0,0,0
125.3603,0,0,0,0,0,0
125.7412,0,0,0,1,0,0
128.5164,0,0,0,2,0,0
130.0375,0,0,0,3,0,0
131.1715,0,0,0,4,0,0
132.1333,0,0,0,5,0,0
133.0835,0,0,0,6,0,0
134.1166,0,0,0,7,0,0
135.1136,0,0,0,8,0,0
136.0329,0,0,0,9,0,0
136.9947,0,0,0,10,0,0
137.9604,0,0,0,11,0,0
138.946,0,0,0,12,0,0
139.9344,0,0,0,13,0,0
141.0158,0,0,0,14,0,0
142.0815,0,0,0,15,0,0
143.0499,0,0,0,16,0,0
143.9684,0,0,0,17,0,0
144.9425,0,0,0,18,0,0
145.9994,0,0,0,19,0,0
146.9533,0,0,0,20,0,0
147.9723,0,0,0,21,0,0
149.0165,0,0,0,22,0,0
150.0622,0,0,0,23,0,0
151.118,0,0,0,24,0,0
152.1069,0,0,0,25,0,0
153.0767,0,0,0,26,0,0
154.024,0,0,0,27,0,0
155.0399,0,0,0,28,0,0
156.0836,0,0,0,29,0,0
157.0703,0,0,0,30,0,0
158.1147,0,0,0,31,0,0
159.0946,0,0,0,32,0,0
160.0364,0,0,0,33,0,0
161.0044,0,0,0,34,0,0
161.9729,0,0,0,35,0,0
162.9128,0,0,0,36,0,0
163.9755,0,0,0,37,0,0
165.0632,0,0,0,38,0,0
166.16,0,0,0,39,0,0
167.2053,0,0,0,40,0,0
168.1879,0,0,0,41,0,0
169.1603,0,0,0,42,0,0
170.1315,0,0,0,43,0,0
171.1241,0,0,0,44,0,0
172.1184,0,0,0,45,0,0
173.0969,0,0,0,46,0,0
174.1568,0,0,0,47,0,0
175.113,0,0,0,48,0,0
176.0901,0,0,0,49,0,0
177.2393,0,0,0,50,0,0
178.2846,0,0,0,51,0,0
179.2769,0,0,0,52,0,0
180.3217,0,0,0,53,0,0
181.3581,0,0,0,54,0,0
182.2996,0,0,0,55,0,0
183.2406,0,0,0,56,0,0
184.2072,0,0,0,57,0,0
185.2729,0,0,0,58,0,0
186.3304,0,0,0,59,0,0
187.3497,0,0,0,60,0,0
188.4728,0,0,0,61,0,0
189.6095,0,0,0,62,0,0
190.6708,0,0,0,63,0,0
191.7609,0,0,0,64,0,0
192.8501,0,0,0,65,0,0
193.8292,0,0,0,66,0,0
194.8058,0,0,0,67,0,0
195.8509,0,0,0,68,0,0
196.9412,0,0,0,69,0,0
198.0109,0,0,0,70,0,0
199.083,0,0,0,71,0,0
200.1519,0,0,0,72,0,0
201.0999,0,0,0,73,0,0
202.0809,0,0,0,74,0,0
203.1787,0,0,0,75,0,0
204.3228,0,0,0,76,0,0
205.3191,0,0,0,77,0,0
206.3196,0,0,0,78,0,0
207.4603,0,0,0,79,0,0
208.6687,0,0,0,80,0,0
209.9312,0,0,0,81,0,0
211.0332,0,0,0,82,0,0
212.1376,0,0,0,83,0,0
213.3026,0,0,0,84,0,0
214.4565,0,0,0,85,0,0
215.6214,0,0,0,86,0,0
216.7503,0,0,0,87,0,0
217.8435,0,0,0,88,0,0
218.856,0,0,0,89,0,0
219.9666,0,0,0,90,0,0
221.0922,0,0,0,91,0,0
222.2612,0,0,0,92,0,0
223.4691,0,0,0,93,0,0
224.537,0,0,0,94,0,0
225.6297,0,0,0,95,0,0
226.691,0,0,0,96,0,0
227.9324,0,0,0,97,0,0
228.9931,0,0,0,98,0,0
230.0747,0,0,0,99,0,0
231.3212,0,0,0,100,0,0
232.4934,0,0,0,101,0,0
233.6617,0,0,0,102,0,0
234.8813,0,0,0,103,0,0
236.1085,0,0,0,104,0,0
237.2028,0,0,0,105,0,0
238.3809,0,0,0,106,0,0
239.4628,0,0,0,107,0,0
240.578,0,0,0,108,0,0
241.7701,0,0,0,109,0,0
242.9354,0,0,0,110,0,0
243.9996,0,0,0,111,0,0
245.1898,0,0,0,112,0,0
246.3853,0,0,0,113,0,0
247.5428,0,0,0,114,0,0
248.7248,0,0,0,115,0,0
249.9236,0,0,0,116,0,0
251.1585,0,0,0,117,0,0
252.3799,0,0,0,118,0,0
253.6112,0,0,0,119,0,0
254.8741,0,0,0,120,0,0
255.9788,0,0,0,121,0,0
257.0498,0,0,0,122,0,0
258.1888,0,0,0,123,0,0
259.2551,0,0,0,124,0,0
260.3713,0,0,0,125,0,0
261.5504,0,0,0,126,0,0
262.7747,0,0,0,127,0,0
263.8791,0,0,0,128,0,0
265.0191,0,0,0,129,0,0
266.307,0,0,0,130,0,0
267.543,0,0,0,131,0,0
268.7533,0,0,0,132,0,0
269.8737,0,0,0,133,0,0
270.9303,0,0,0,134,0,0
272.0277,0,0,0,135,0,0
273.1074,0,0,0,136,0,0
274.1806,0,0,0,137,0,0
275.4612,0,0,0,138,0,0
276.7476,0,0,0,139,0,0
278.0368,0,0,0,140,0,0
279.4763,0,0,0,141,0,0
280.654,0,0,0,142,0,0
281.9138,0,0,0,143,0,0
283.1726,0,0,0,144,0,0
284.45,0,0,0,145,0,0
285.5671,0,0,0,146,0,0
286.6857,0,0,0,147,0,0
287.9651,0,0,0,148,0,0
289.2791,0,0,0,149,0,0
290.5717,0,0,0,150,0,0
291.8518,0,0,0,151,0,0
293.0801,0,0,0,152,0,0
294.2943,0,0,0,153,0,0
295.4284,0,0,0,154,0,0
296.6878,0,0,0,155,0,0
297.9888,0,0,0,156,0,0
299.2964,0,0,0,157,0,0
300.6829,0,0,0,158,0,0
301.9914,0,0,0,159,0,0
303.2122,0,0,0,160,0,0
304.3766,0,0,0,161,0,0
305.553,0,0,0,162,0,0
306.6953,0,0,0,163,0,0
307.8889,0,0,0,164,0,0
309.1687,0,0,0,165,0,0
310.3282,0,0,0,166,0,0
311.4799,0,0,0,167,0,0
312.7256,0,0,0,168,0,0
314.0675,0,0,0,169,0,0
315.3707,0,0,0,170,0,0
316.6641,0,0,0,171,0,0
317.9821,0,0,0,172,0,0
319.24,0,0,0,173,0,0
320.3827,0,0,0,174,0,0
321.6223,0,0,0,175,0,0
322.9026,0,0,0,176,0,0
324.0773,0,0,0,177,0,0
325.3439,0,0,0,178,0,0
326.4922,0,0,0,179,0,0
327.6335,0,0,0,180,0,0
328.7893,0,0,0,181,0,0
329.9325,0,0,0,182,0,0
331.1296,0,0,0,183,0,0
332.424,0,0,0,184,0,0
333.7218,0,0,0,185,0,0
334.9171,0,0,0,186,0,0
336.1383,0,0,0,187,0,0
337.2861,0,0,0,188,0,0
338.611,0,0,0,189,0,0
340.008,0,0,0,190,0,0
341.2673,0,0,0,191,0,0
342.5483,0,0,0,192,0,0
343.8882,0,0,0,193,0,0
345.2746,0,0,0,194,0,0
346.6067,0,0,0,195,0,0
347.9635,0,0,0,196,0,0
349.3063,0,0,0,197,0,0
350.6577,0,0,0,198,0,0
352.0169,0,0,0,199,0,0
353.3333,0,0,0,200,0,0
354.6904,0,0,0,201,0,0
356.1102,0,0,0,202,0,0
357.4026,0,0,0,203,0,0
358.6454,0,0,0,204,0,0
359.8682,0,0,0,205,0,0
360.9006,0,0,0,206,0,0
362.0606,0,0,0,207,0,0
363.3828,0,0,0,208,0,0
364.7212,0,0,0,209,0,0
366.121,0,0,0,210,0,0
367.4674,0,0,0,211,0,0
368.882,0,0,0,212,0,0
370.1977,0,0,0,213,0,0
371.4709,0,0,0,214,0,0
372.775,0,0,0,215,0,0
374.016,0,0,0,216,0,0
375.3702,0,0,0,217,0,0
376.6011,0,0,0,218,0,0
377.9367,0,0,0,219,0,0
379.348,0,0,0,220,0,0
380.6903,0,0,0,221,0,0
382.0757,0,0,0,222,0,0
383.3241,0,0,0,223,0,0
384.5089,0,0,0,224,0,0
385.7439,0,0,0,225,0,0
387.043,0,0,0,226,0,0
388.374,0,0,0,227,0,0
389.7604,0,0,0,228,0,0
391.0837,0,0,0,229,0,0
392.4229,0,0,0,230,0,0
393.7926,0,0,0,231,0,0
395.356,0,0,0,232,0,0
396.724,0,0,0,233,0,0
398.0715,0,0,0,234,0,0
399.2983,0,0,0,235,0,0
400.508,0,0,0,236,0,0
401.7521,0,0,0,237,0,0
403.1197,0,0,0,238,0,0
404.489,0,0,0,239,0,0
405.9155,0,0,0,240,0,0
407.2539,0,0,0,241,0,0
408.4801,0,0,0,242,0,0
409.88,0,0,0,243,0,0
411.3347,0,0,0,244,0,0
412.7564,0,0,0,245,0,0
414.2077,0,0,0,246,0,0
415.5346,0,0,0,247,0,0
416.9067,0,0,0,248,0,0
418.2767,0,0,0,249,0,0
419.6846,0,0,0,250,0,0
421.0992,0,0,0,251,0,0
422.4854,0,0,0,252,0,0
423.8078,0,0,0,253,0,0
424.9732,0,0,0,254,0,0
426.1656,0,0,0,255,0,0
427.3353,0,0,0,256,0,0
428.4666,0,0,0,257,0,0
429.6784,0,0,0,258,0,0
430.9455,0,0,0,259,0,0
432.2222,0,0,0,260,0,0
433.5655,0,0,0,261,0,0
434.7918,0,0,0,262,0,0
435.9132,0,0,0,263,0,0
437.0647,0,0,0,264,0,0
438.2606,0,0,0,265,0,0
439.3617,0,0,0,266,0,0
440.5778,0,0,0,267,0,0
441.8155,0,0,0,268,0,0
443.1091,0,0,0,269,0,0
444.4552,0,0,0,270,0,0
445.7321,0,0,0,271,0,0
446.8866,0,0,0,272,0,0
448.0282,0,0,0,273,0,0
449.2193,0,0,0,274,0,0
450.3902,0,0,0,275,0,0
451.5462,0,0,0,276,0,0
452.7751,0,0,0,277,0,0
454.0472,0,0,0,278,0,0
455.2882,0,0,0,279,0,0
456.6177,0,0,0,280,0,0
457.7534,0,0,0,281,0,0
458.9839,0,0,0,282,0,0
460.257,0,0,0,283,0,0
461.4126,0,0,0,284,0,0
462.559,0,0,0,285,0,0
463.6761,0,0,0,286,0,0
464.9248,0,0,0,287,0,0
466.2634,0,0,0,288,0,0
467.6576,0,0,0,289,0,0
468.9745,0,0,0,290,0,0
470.2577,0,0,0,291,0,0
471.5436,0,0,0,292,0,0
472.7946,0,0,0,293,0,0
474.0253,0,0,0,294,0,0
475.2802,0,0,0,295,0,0
476.6901,0,0,0,296,0,0
478.0364,0,0,0,297,0,0
479.3837,0,0,0,298,0,0
480.7986,0,0,0,299,0,0
482.2258,0,0,0,300,0,0
483.7373,0,0,0,301,0,0
485.1723,0,0,0,302,0,0
486.618,0,0,0,303,0,0
488.095,0,0,0,304,0,0
489.4678,0,0,0,305,0,0
490.9212,0,0,0,306,0,0
492.4264,0,0,0,307,0,0
493.8893,0,0,0,308,0,0
495.3941,0,0,0,309,0,0
496.9657,0,0,0,310,0,0
498.3643,0,0,0,311,0,0
499.672,0,0,0,312,0,0
501.0309,0,0,0,313,0,0
502.3353,0,0,0,314,0,0
503.7387,0,0,0,315,0,0
505.1629,0,0,0,316,0,0
506.6686,0,0,0,317,0,0
508.1489,0,0,0,318,0,0
509.1454,0,0,0,319,0,0
